STATION,STATION_NAME,DATE,PRCP,SNWD,SNOW,TAVG,TMAX,TMIN,AWND,WT01,WT06,WT02,WT04,WT08
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160621,0.00,0.0,0.0,-9999,87,72,4.9,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160622,0.00,0.0,0.0,-9999,86,68,4.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160623,0.00,0.0,0.0,-9999,83,69,2.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160624,0.00,0.0,0.0,-9999,84,67,6.3,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160625,0.00,0.0,0.0,-9999,86,64,3.6,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160626,0.00,0.0,0.0,-9999,87,67,2.5,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160627,0.45,0.0,0.0,-9999,83,67,4.9,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160628,0.12,0.0,0.0,-9999,76,68,3.6,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160629,0.01,0.0,0.0,-9999,83,67,2.2,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160630,0.00,0.0,0.0,-9999,85,67,2.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160701,0.83,0.0,0.0,-9999,79,66,3.4,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160702,0.00,0.0,0.0,-9999,76,63,5.4,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160703,0.00,0.0,0.0,-9999,78,64,3.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160704,0.49,0.0,0.0,-9999,84,66,3.1,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160705,0.66,0.0,0.0,-9999,86,69,2.9,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160706,0.00,0.0,0.0,-9999,91,75,2.5,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160707,0.04,0.0,0.0,-9999,89,77,2.0,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160708,0.08,0.0,0.0,-9999,86,67,5.4,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160709,0.53,0.0,0.0,-9999,72,65,4.0,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160710,0.00,0.0,0.0,-9999,80,66,4.3,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160711,0.00,0.0,0.0,-9999,81,65,3.4,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160712,0.00,0.0,0.0,-9999,82,68,4.3,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160713,0.00,0.0,0.0,-9999,85,71,4.7,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160714,0.62,0.0,0.0,-9999,88,73,2.9,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160715,0.00,0.0,0.0,-9999,88,79,4.5,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160716,0.00,0.0,0.0,-9999,90,75,4.3,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160717,0.00,0.0,0.0,-9999,89,75,2.7,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160718,0.35,0.0,0.0,-9999,93,72,5.8,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160719,0.00,0.0,0.0,-9999,83,73,4.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160720,0.00,0.0,0.0,-9999,85,68,3.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160721,0.00,0.0,0.0,-9999,90,71,5.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160722,0.00,0.0,0.0,-9999,94,74,6.5,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160723,0.00,0.0,0.0,-9999,96,80,4.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160724,0.00,0.0,0.0,-9999,94,75,4.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160725,1.00,0.0,0.0,-9999,93,73,3.4,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160726,0.00,0.0,0.0,-9999,89,72,4.3,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160727,0.00,0.0,0.0,-9999,91,74,2.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160728,0.00,0.0,0.0,-9999,95,75,3.1,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160729,1.09,0.0,0.0,-9999,85,69,4.3,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160730,0.25,0.0,0.0,-9999,84,73,3.6,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160731,1.08,0.0,0.0,-9999,78,71,4.3,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160801,0.00,0.0,0.0,-9999,80,69,4.9,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160802,0.00,0.0,0.0,-9999,79,68,6.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160803,0.00,0.0,0.0,-9999,80,66,2.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160804,0.00,0.0,0.0,-9999,81,67,2.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160805,0.00,0.0,0.0,-9999,83,69,3.8,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160806,0.05,0.0,0.0,-9999,87,72,5.1,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160807,0.00,0.0,0.0,-9999,86,70,4.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160808,0.00,0.0,0.0,-9999,86,71,1.3,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160809,0.00,0.0,0.0,-9999,87,71,2.7,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160810,0.09,0.0,0.0,-9999,86,75,4.0,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160811,0.15,0.0,0.0,-9999,91,74,4.5,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160812,0.32,0.0,0.0,-9999,93,73,5.1,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160813,0.00,0.0,0.0,-9999,96,81,4.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160814,0.06,0.0,0.0,-9999,94,78,3.8,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160815,0.00,0.0,0.0,-9999,92,77,2.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160816,0.11,0.0,0.0,-9999,87,78,4.0,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160817,0.01,0.0,0.0,-9999,85,77,5.4,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160818,0.03,0.0,0.0,-9999,85,72,1.6,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160819,0.01,0.0,0.0,-9999,88,74,2.2,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160820,0.82,0.0,0.0,-9999,83,70,4.7,1,-9999,1,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160821,0.31,0.0,0.0,-9999,86,73,4.3,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160822,0.00,0.0,0.0,-9999,79,65,5.8,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160823,0.00,0.0,0.0,-9999,82,61,1.8,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160824,0.00,0.0,0.0,-9999,88,68,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160825,0.01,0.0,0.0,-9999,86,69,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160826,0.00,0.0,0.0,-9999,90,75,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160827,0.00,0.0,0.0,-9999,89,73,2.7,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160828,0.00,0.0,0.0,-9999,89,72,2.5,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160829,0.00,0.0,0.0,-9999,91,74,5.4,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160830,0.00,0.0,0.0,-9999,86,69,3.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160831,0.00,0.0,0.0,-9999,89,74,3.4,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160901,0.50,0.0,0.0,-9999,79,69,1.8,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160902,0.00,0.0,0.0,-9999,81,66,6.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160903,0.00,0.0,0.0,-9999,75,66,6.7,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160904,0.00,0.0,0.0,-9999,80,65,6.7,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160905,0.00,0.0,0.0,-9999,84,65,7.6,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160906,0.00,0.0,0.0,-9999,80,71,9.6,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160907,0.00,0.0,0.0,-9999,85,71,6.5,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160908,0.00,0.0,0.0,-9999,89,71,2.7,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160909,0.22,0.0,0.0,-9999,91,75,3.8,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160910,0.00,0.0,0.0,-9999,90,74,4.0,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160911,0.00,0.0,0.0,-9999,83,67,5.8,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160912,0.00,0.0,0.0,-9999,78,62,4.3,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160913,0.00,0.0,0.0,-9999,83,64,4.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160914,0.56,0.0,0.0,-9999,91,67,4.9,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160915,0.00,0.0,0.0,-9999,74,61,4.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160916,0.00,0.0,0.0,-9999,73,61,2.7,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160917,0.00,0.0,0.0,-9999,77,59,3.4,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160918,0.00,0.0,0.0,-9999,82,70,3.6,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160919,0.68,0.0,0.0,-9999,76,69,2.5,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160920,0.00,0.0,0.0,-9999,82,68,2.2,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160921,0.00,0.0,0.0,-9999,84,68,3.8,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160922,0.00,0.0,0.0,-9999,86,65,2.5,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160923,0.01,0.0,0.0,-9999,87,64,1.8,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160924,0.20,0.0,0.0,-9999,71,58,5.1,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160925,0.00,0.0,0.0,-9999,70,54,2.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160926,0.00,0.0,0.0,-9999,74,54,4.5,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160927,0.22,0.0,0.0,-9999,74,64,3.1,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160928,0.00,0.0,0.0,-9999,69,56,8.1,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160929,0.00,0.0,0.0,-9999,64,57,11.2,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20160930,0.40,0.0,0.0,-9999,59,56,9.6,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161001,0.00,0.0,0.0,-9999,62,56,7.6,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161002,0.00,0.0,0.0,-9999,63,57,2.7,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161003,0.00,0.0,0.0,-9999,72,60,2.2,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161004,0.00,0.0,0.0,-9999,69,60,7.6,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161005,0.00,0.0,0.0,-9999,67,53,4.7,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161006,0.00,0.0,0.0,-9999,73,55,2.0,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161007,0.00,0.0,0.0,-9999,75,57,2.5,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161008,0.23,0.0,0.0,-9999,68,58,2.0,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161009,0.55,0.0,0.0,-9999,65,51,7.4,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161010,0.00,0.0,0.0,-9999,64,47,4.7,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161011,0.00,0.0,0.0,-9999,63,46,3.6,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161012,0.00,0.0,0.0,-9999,66,53,1.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161013,0.00,0.0,0.0,-9999,67,53,2.9,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161014,0.00,0.0,0.0,-9999,62,47,4.7,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161015,0.00,0.0,0.0,-9999,65,45,3.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161016,0.00,0.0,0.0,-9999,69,53,4.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161017,0.00,0.0,0.0,-9999,81,63,2.7,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161018,0.00,0.0,0.0,-9999,81,67,4.0,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161019,0.00,0.0,0.0,-9999,85,65,4.5,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161020,0.00,0.0,0.0,-9999,70,62,6.3,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161021,1.11,0.0,0.0,-9999,69,57,2.2,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161022,0.29,0.0,0.0,-9999,57,47,10.5,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161023,0.00,0.0,0.0,-9999,61,45,8.5,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161024,0.00,0.0,0.0,-9999,62,47,6.0,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161025,0.00,0.0,0.0,-9999,52,43,6.5,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161026,0.00,0.0,0.0,-9999,51,38,4.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161027,1.41,0.0,0.0,-9999,55,40,5.1,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161028,0.00,0.0,0.0,-9999,51,42,8.3,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161029,0.00,0.0,0.0,-9999,64,39,4.3,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161030,0.56,0.0,0.0,-9999,76,54,3.8,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161031,0.00,0.0,0.0,-9999,54,44,4.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161101,0.00,0.0,0.0,-9999,58,40,3.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161102,0.00,0.0,0.0,-9999,70,54,3.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161103,0.00,0.0,0.0,-9999,72,57,5.1,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161104,0.00,0.0,0.0,-9999,61,47,4.7,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161105,0.00,0.0,0.0,-9999,62,44,3.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161106,0.00,0.0,0.0,-9999,59,45,7.6,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161107,0.00,0.0,0.0,-9999,53,41,5.4,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161108,0.00,0.0,0.0,-9999,66,41,2.5,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161109,0.06,0.0,0.0,-9999,59,49,3.6,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161110,0.00,0.0,0.0,-9999,56,40,5.8,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161111,0.00,0.0,0.0,-9999,63,41,8.3,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161112,0.00,0.0,0.0,-9999,50,37,5.4,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161113,0.00,0.0,0.0,-9999,61,41,5.4,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161114,0.00,0.0,0.0,-9999,62,46,3.6,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161115,1.81,0.0,0.0,-9999,56,47,5.6,1,-9999,1,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161116,0.00,0.0,0.0,-9999,61,45,4.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161117,0.00,0.0,0.0,-9999,61,49,4.3,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161118,0.00,0.0,0.0,-9999,64,44,2.5,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161119,0.25,0.0,0.0,-9999,63,37,4.9,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161120,0.31,0.0,0.0,-9999,42,34,10.3,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161121,0.00,0.0,0.0,-9999,41,36,13.2,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161122,0.00,0.0,0.0,-9999,41,37,9.6,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161123,0.00,0.0,0.0,-9999,45,35,4.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161124,0.03,0.0,0.0,-9999,48,38,4.5,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161125,0.02,0.0,0.0,-9999,54,45,2.0,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161126,0.00,0.0,0.0,-9999,50,40,4.5,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161127,0.00,0.0,0.0,-9999,50,39,4.7,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161128,0.00,0.0,0.0,-9999,52,38,3.4,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161129,2.20,0.0,0.0,-9999,60,51,4.9,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161130,0.73,0.0,0.0,-9999,58,50,6.3,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161201,0.07,0.0,0.0,-9999,54,42,7.6,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161202,0.00,0.0,0.0,-9999,51,40,8.7,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161203,0.00,0.0,0.0,-9999,47,41,8.7,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161204,0.00,0.0,0.0,-9999,47,39,4.9,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161205,0.19,0.0,0.0,-9999,49,38,5.6,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161206,0.35,0.0,0.0,-9999,46,37,5.4,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161207,0.09,0.0,0.0,-9999,46,40,3.8,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161208,0.00,0.0,0.0,-9999,45,35,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161209,0.00,0.0,0.0,-9999,39,29,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161210,0.00,0.0,0.0,-9999,35,28,6.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161211,0.03,0.0,0.4,-9999,35,28,4.0,1,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161212,0.50,0.0,0.0,-9999,46,34,6.3,1,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161213,0.00,0.0,0.0,-9999,43,35,4.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161214,0.00,0.0,0.0,-9999,42,34,5.6,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161215,0.00,0.0,0.0,-9999,34,19,11.0,-9999,-9999,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161216,0.00,0.0,0.0,-9999,27,17,6.0,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161217,0.73,2.0,2.8,-9999,39,24,4.3,1,1,-9999,-9999,1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161218,0.04,1.2,0.0,-9999,58,31,7.4,1,-9999,1,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161219,0.00,0.0,0.0,-9999,31,23,6.7,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161220,0.00,0.0,0.0,-9999,33,20,3.1,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,20161221,0.00,0.0,0.0,-9999,40,30,2.9,-9999,-9999,-9999,-9999,-9999
